Date,Item,Quantity,Price,Location,Category,Location Weight,Total Daily Spending
2024-04-28,咖啡,2,136,全聯 西屯福科,飲品,0.9,611
2024-04-28,泡麵,2,34,全聯 西屯福科,食品,0.9,276
2024-04-28,洗髮精,2,251,全聯 西屯福科,生活用品,0.9,414
2024-04-28,麵包,3,116,全聯 西屯福科,食品,0.9,206
2024-04-29,麵包,2,111,OK便利商店 北平店,食品,0.83,396
2024-04-29,牙刷,1,270,OK便利商店 北平店,生活用品,0.83,319
2024-04-29,麵包,1,81,OK便利商店 北平店,食品,0.83,25
2024-04-30,飲料,2,196,全家 台中中港,飲品,0.87,784
2024-04-30,泡麵,2,165,全家 台中中港,食品,0.87,541
2024-04-30,泡麵,2,234,全家 台中中港,食品,0.87,359
2024-04-30,咖啡,2,14,全家 台中中港,飲品,0.87,621
2024-05-01,麵包,2,169,全聯 西屯福科,食品,0.9,143
2024-05-01,飲料,3,204,全聯 西屯福科,飲品,0.9,458
2024-05-01,麵包,2,-61,全聯 西屯福科,食品,0.9,380
2024-05-01,洗髮精,2,-7,全聯 西屯福科,生活用品,0.9,394
2024-05-02,牙刷,3,-88,全家 台中中港,生活用品,0.87,622
2024-05-02,洗髮精,4,79,全家 台中中港,生活用品,0.87,500
2024-05-03,泡麵,2,172,7-11 台中河南門市,食品,0.85,400
2024-05-03,飲料,3,112,7-11 台中河南門市,飲品,0.85,118
2024-05-03,飲料,2,258,7-11 台中河南門市,飲品,0.85,307
2024-05-03,牙刷,0,-26,7-11 台中河南門市,生活用品,0.85,356
2024-05-04,飲料,3,-56,全聯 西屯福科,飲品,0.9,79
2024-05-04,牙刷,2,99,全聯 西屯福科,生活用品,0.9,880
2024-05-04,洗髮精,2,141,全聯 西屯福科,生活用品,0.9,678
2024-05-04,飲料,2,101,全聯 西屯福科,飲品,0.9,471
2024-05-04,洗髮精,2,-91,全聯 西屯福科,生活用品,0.9,351
2024-05-05,咖啡,3,96,全聯 西屯福科,飲品,0.9,287
2024-05-05,泡麵,2,-19,全聯 西屯福科,食品,0.9,120
2024-05-05,飲料,2,168,全聯 西屯福科,飲品,0.9,352
2024-05-05,咖啡,2,139,全聯 西屯福科,飲品,0.9,393
2024-05-05,麵包,3,16,全聯 西屯福科,食品,0.9,54
2024-05-06,飲料,2,56,7-11 台中河南門市,飲品,0.85,410
2024-05-06,牙刷,1,5,7-11 台中河南門市,生活用品,0.85,300
2024-05-07,牙刷,2,195,全聯 西屯福科,生活用品,0.9,140
2024-05-07,泡麵,3,12,全聯 西屯福科,食品,0.9,241
2024-05-08,洗髮精,2,152,OK便利商店 北平店,生活用品,0.83,762
2024-05-08,洗髮精,3,55,OK便利商店 北平店,生活用品,0.83,461
2024-05-09,麵包,2,30,OK便利商店 北平店,食品,0.83,33
2024-05-09,麵包,2,94,OK便利商店 北平店,食品,0.83,445
2024-05-09,麵包,2,52,OK便利商店 北平店,食品,0.83,580
2024-05-10,飲料,3,-8,家樂福 北屯店,飲品,0.88,228
2024-05-10,麵包,1,290,家樂福 北屯店,食品,0.88,314
2024-05-10,洗髮精,1,108,家樂福 北屯店,生活用品,0.88,635
2024-05-10,麵包,1,39,家樂福 北屯店,食品,0.88,44
2024-05-10,咖啡,3,125,家樂福 北屯店,飲品,0.88,19
2024-05-11,泡麵,3,94,全家 台中中港,食品,0.87,203
2024-05-11,洗髮精,2,84,全家 台中中港,生活用品,0.87,570
2024-05-12,咖啡,3,55,全家 台中中港,飲品,0.87,233
2024-05-13,牙刷,1,50,全家 台中中港,生活用品,0.87,460
2024-05-13,泡麵,2,79,全家 台中中港,食品,0.87,606
2024-05-13,飲料,3,-113,全家 台中中港,飲品,0.87,230
2024-05-13,洗髮精,2,-38,全家 台中中港,生活用品,0.87,242
2024-05-14,泡麵,2,234,7-11 台中河南門市,食品,0.85,596
2024-05-15,洗髮精,0,81,家樂福 北屯店,生活用品,0.88,247
2024-05-15,泡麵,3,159,家樂福 北屯店,食品,0.88,378
2024-05-15,牙刷,1,134,家樂福 北屯店,生活用品,0.88,436
2024-05-16,洗髮精,0,395,7-11 台中河南門市,生活用品,0.85,220
2024-05-16,泡麵,2,210,7-11 台中河南門市,食品,0.85,343
2024-05-16,牙刷,2,14,7-11 台中河南門市,生活用品,0.85,186
2024-05-16,麵包,3,-47,7-11 台中河南門市,食品,0.85,437
2024-05-17,麵包,3,124,家樂福 北屯店,食品,0.88,113
2024-05-17,泡麵,3,33,家樂福 北屯店,食品,0.88,348
2024-05-18,洗髮精,3,-30,OK便利商店 北平店,生活用品,0.83,436
2024-05-18,飲料,3,44,OK便利商店 北平店,飲品,0.83,257
2024-05-18,牙刷,2,3,OK便利商店 北平店,生活用品,0.83,373
2024-05-18,牙刷,1,264,OK便利商店 北平店,生活用品,0.83,117
2024-05-19,牙刷,2,188,家樂福 北屯店,生活用品,0.88,288
2024-05-19,泡麵,1,104,家樂福 北屯店,食品,0.88,473
2024-05-19,飲料,4,244,家樂福 北屯店,飲品,0.88,370
2024-05-19,牙刷,2,112,家樂福 北屯店,生活用品,0.88,202
2024-05-19,泡麵,2,23,家樂福 北屯店,食品,0.88,385
2024-05-20,麵包,2,248,全聯 西屯福科,食品,0.9,496
2024-05-20,咖啡,3,7,全聯 西屯福科,飲品,0.9,597
2024-05-20,洗髮精,1,87,全聯 西屯福科,生活用品,0.9,259
2024-05-20,泡麵,2,22,全聯 西屯福科,食品,0.9,431
2024-05-21,飲料,1,-26,7-11 台中河南門市,飲品,0.85,606
2024-05-21,泡麵,1,192,7-11 台中河南門市,食品,0.85,25
2024-05-21,飲料,1,285,7-11 台中河南門市,飲品,0.85,174
2024-05-21,牙刷,2,-27,7-11 台中河南門市,生活用品,0.85,270
2024-05-22,牙刷,2,158,家樂福 北屯店,生活用品,0.88,158
2024-05-22,麵包,1,43,家樂福 北屯店,食品,0.88,727
2024-05-22,飲料,1,59,家樂福 北屯店,飲品,0.88,141
2024-05-22,洗髮精,2,49,家樂福 北屯店,生活用品,0.88,209
2024-05-22,飲料,1,23,家樂福 北屯店,飲品,0.88,381
2024-05-23,咖啡,3,109,家樂福 北屯店,飲品,0.88,63
2024-05-23,牙刷,2,26,家樂福 北屯店,生活用品,0.88,245
2024-05-23,咖啡,1,130,家樂福 北屯店,飲品,0.88,407
2024-05-23,泡麵,2,100,家樂福 北屯店,食品,0.88,260
2024-05-24,洗髮精,1,82,7-11 台中河南門市,生活用品,0.85,314
2024-05-24,飲料,2,19,7-11 台中河南門市,飲品,0.85,215
2024-05-25,咖啡,0,176,全家 台中中港,飲品,0.87,408
2024-05-25,咖啡,2,152,全家 台中中港,飲品,0.87,732
2024-05-25,牙刷,2,12,全家 台中中港,生活用品,0.87,339
2024-05-25,洗髮精,3,114,全家 台中中港,生活用品,0.87,386
2024-05-25,泡麵,2,175,全家 台中中港,食品,0.87,491
2024-05-26,洗髮精,1,-53,家樂福 北屯店,生活用品,0.88,48
2024-05-26,咖啡,2,156,家樂福 北屯店,飲品,0.88,720
2024-05-26,牙刷,1,42,家樂福 北屯店,生活用品,0.88,381
2024-05-27,泡麵,3,158,全家 台中中港,食品,0.87,704
2024-05-27,洗髮精,2,33,全家 台中中港,生活用品,0.87,169
2024-05-28,麵包,4,-66,全聯 西屯福科,食品,0.9,746
2024-05-28,咖啡,2,-49,全聯 西屯福科,飲品,0.9,510
2024-05-28,牙刷,1,109,全聯 西屯福科,生活用品,0.9,460
2024-05-28,洗髮精,1,129,全聯 西屯福科,生活用品,0.9,388
2024-05-29,泡麵,0,19,全家 台中中港,食品,0.87,279
2024-05-29,咖啡,1,165,全家 台中中港,飲品,0.87,606
2024-05-29,飲料,2,-52,全家 台中中港,飲品,0.87,367
2024-05-30,咖啡,1,-10,OK便利商店 北平店,飲品,0.83,82
2024-05-30,咖啡,3,43,OK便利商店 北平店,飲品,0.83,293
2024-05-30,麵包,2,109,OK便利商店 北平店,食品,0.83,405
2024-05-31,飲料,2,23,全聯 西屯福科,飲品,0.9,322
2024-05-31,牙刷,3,68,全聯 西屯福科,生活用品,0.9,610
2024-06-01,麵包,2,50,OK便利商店 北平店,食品,0.83,367
2024-06-01,咖啡,0,-2,OK便利商店 北平店,飲品,0.83,507
2024-06-02,洗髮精,1,155,7-11 台中河南門市,生活用品,0.85,313
2024-06-02,泡麵,2,241,7-11 台中河南門市,食品,0.85,430
2024-06-02,牙刷,1,-129,7-11 台中河南門市,生活用品,0.85,139
2024-06-02,飲料,2,29,7-11 台中河南門市,飲品,0.85,624
2024-06-02,洗髮精,2,159,7-11 台中河南門市,生活用品,0.85,570
2024-06-03,咖啡,2,85,7-11 台中河南門市,飲品,0.85,467
2024-06-03,泡麵,1,140,7-11 台中河南門市,食品,0.85,306
2024-06-04,咖啡,2,48,7-11 台中河南門市,飲品,0.85,466
2024-06-04,洗髮精,2,113,7-11 台中河南門市,生活用品,0.85,175
2024-06-05,飲料,1,90,OK便利商店 北平店,飲品,0.83,528
2024-06-05,飲料,3,215,OK便利商店 北平店,飲品,0.83,708
2024-06-06,洗髮精,2,129,7-11 台中河南門市,生活用品,0.85,577
2024-06-06,咖啡,2,136,7-11 台中河南門市,飲品,0.85,170
2024-06-07,飲料,3,66,家樂福 北屯店,飲品,0.88,416
2024-06-07,飲料,2,59,家樂福 北屯店,飲品,0.88,42
2024-06-07,麵包,3,64,家樂福 北屯店,食品,0.88,464
2024-06-08,洗髮精,2,142,全聯 西屯福科,生活用品,0.9,437
2024-06-08,麵包,2,132,全聯 西屯福科,食品,0.9,72
2024-06-08,飲料,1,300,全聯 西屯福科,飲品,0.9,271
2024-06-09,泡麵,2,187,全聯 西屯福科,食品,0.9,267
2024-06-09,洗髮精,2,74,全聯 西屯福科,生活用品,0.9,61
2024-06-09,麵包,2,218,全聯 西屯福科,食品,0.9,423
2024-06-09,泡麵,2,66,全聯 西屯福科,食品,0.9,392
2024-06-10,麵包,0,-88,OK便利商店 北平店,食品,0.83,291
2024-06-10,洗髮精,2,9,OK便利商店 北平店,生活用品,0.83,164
2024-06-11,牙刷,2,-72,全家 台中中港,生活用品,0.87,572
2024-06-11,泡麵,2,71,全家 台中中港,食品,0.87,709
2024-06-11,飲料,1,106,全家 台中中港,飲品,0.87,225
2024-06-11,牙刷,3,263,全家 台中中港,生活用品,0.87,196
2024-06-12,飲料,1,135,全聯 西屯福科,飲品,0.9,446
2024-06-12,牙刷,3,84,全聯 西屯福科,生活用品,0.9,254
2024-06-12,麵包,2,183,全聯 西屯福科,食品,0.9,303
2024-06-12,麵包,1,-104,全聯 西屯福科,食品,0.9,502
2024-06-13,咖啡,1,177,OK便利商店 北平店,飲品,0.83,633
2024-06-13,咖啡,3,-35,OK便利商店 北平店,飲品,0.83,351
2024-06-14,麵包,3,213,全聯 西屯福科,食品,0.9,242
2024-06-14,咖啡,1,137,全聯 西屯福科,飲品,0.9,315
2024-06-14,飲料,3,65,全聯 西屯福科,飲品,0.9,326
2024-06-14,洗髮精,2,319,全聯 西屯福科,生活用品,0.9,673
2024-06-15,飲料,2,122,全聯 西屯福科,飲品,0.9,344
2024-06-15,麵包,2,128,全聯 西屯福科,食品,0.9,435
2024-06-16,洗髮精,3,61,OK便利商店 北平店,生活用品,0.83,550
2024-06-16,咖啡,3,24,OK便利商店 北平店,飲品,0.83,104
2024-06-16,飲料,1,183,OK便利商店 北平店,飲品,0.83,442
2024-06-16,牙刷,3,24,OK便利商店 北平店,生活用品,0.83,274
2024-06-16,洗髮精,1,111,OK便利商店 北平店,生活用品,0.83,526
2024-06-17,咖啡,3,150,全家 台中中港,飲品,0.87,312
2024-06-17,麵包,1,136,全家 台中中港,食品,0.87,198
2024-06-17,麵包,2,202,全家 台中中港,食品,0.87,433
2024-06-18,麵包,1,56,全家 台中中港,食品,0.87,441
2024-06-18,泡麵,2,79,全家 台中中港,食品,0.87,175
2024-06-19,飲料,2,12,家樂福 北屯店,飲品,0.88,174
2024-06-19,牙刷,3,63,家樂福 北屯店,生活用品,0.88,310
2024-06-20,洗髮精,3,140,7-11 台中河南門市,生活用品,0.85,132
2024-06-20,牙刷,3,176,7-11 台中河南門市,生活用品,0.85,525
2024-06-21,咖啡,2,18,7-11 台中河南門市,飲品,0.85,251
2024-06-21,咖啡,1,233,7-11 台中河南門市,飲品,0.85,250
2024-06-21,飲料,1,144,7-11 台中河南門市,飲品,0.85,100
2024-06-22,泡麵,3,32,7-11 台中河南門市,食品,0.85,55
2024-06-22,牙刷,1,-13,7-11 台中河南門市,生活用品,0.85,360
2024-06-22,洗髮精,1,-63,7-11 台中河南門市,生活用品,0.85,635
2024-06-22,牙刷,2,246,7-11 台中河南門市,生活用品,0.85,406
2024-06-23,洗髮精,2,166,全聯 西屯福科,生活用品,0.9,198
2024-06-23,飲料,1,99,全聯 西屯福科,飲品,0.9,438
2024-06-23,泡麵,2,131,全聯 西屯福科,食品,0.9,231
2024-06-23,咖啡,2,-2,全聯 西屯福科,飲品,0.9,178
2024-06-24,飲料,2,335,全家 台中中港,飲品,0.87,74
2024-06-24,牙刷,2,115,全家 台中中港,生活用品,0.87,247
2024-06-24,洗髮精,2,173,全家 台中中港,生活用品,0.87,371
2024-06-24,麵包,2,150,全家 台中中港,食品,0.87,313
2024-06-25,洗髮精,2,126,全聯 西屯福科,生活用品,0.9,241
2024-06-25,麵包,2,30,全聯 西屯福科,食品,0.9,121
2024-06-25,麵包,2,149,全聯 西屯福科,食品,0.9,472
2024-06-26,咖啡,3,282,7-11 台中河南門市,飲品,0.85,37
2024-06-26,泡麵,2,232,7-11 台中河南門市,食品,0.85,510
2024-06-26,洗髮精,2,255,7-11 台中河南門市,生活用品,0.85,108
2024-06-27,飲料,3,56,全家 台中中港,飲品,0.87,165
2024-06-27,飲料,2,11,全家 台中中港,飲品,0.87,3
2024-06-28,麵包,3,93,7-11 台中河南門市,食品,0.85,221
2024-06-28,牙刷,2,110,7-11 台中河南門市,生活用品,0.85,555
2024-06-29,咖啡,2,208,7-11 台中河南門市,飲品,0.85,451
2024-06-29,洗髮精,2,-55,7-11 台中河南門市,生活用品,0.85,556
2024-06-29,飲料,1,249,7-11 台中河南門市,飲品,0.85,453
2024-06-29,麵包,1,90,7-11 台中河南門市,食品,0.85,85
2024-06-30,麵包,1,64,全家 台中中港,食品,0.87,260
2024-06-30,麵包,2,9,全家 台中中港,食品,0.87,158
2024-06-30,麵包,3,-52,全家 台中中港,食品,0.87,636
2024-06-30,牙刷,4,182,全家 台中中港,生活用品,0.87,64
2024-07-01,麵包,2,112,全家 台中中港,食品,0.87,537
2024-07-01,麵包,2,-17,全家 台中中港,食品,0.87,537
2024-07-02,泡麵,0,-18,家樂福 北屯店,食品,0.88,748
2024-07-02,飲料,2,73,家樂福 北屯店,飲品,0.88,242
2024-07-02,麵包,1,262,家樂福 北屯店,食品,0.88,496
2024-07-02,飲料,1,80,家樂福 北屯店,飲品,0.88,851
2024-07-03,牙刷,2,-37,OK便利商店 北平店,生活用品,0.83,195
2024-07-04,洗髮精,3,-150,全家 台中中港,生活用品,0.87,496
2024-07-04,泡麵,2,83,全家 台中中港,食品,0.87,251
2024-07-05,麵包,4,170,全家 台中中港,食品,0.87,434
2024-07-05,咖啡,1,279,全家 台中中港,飲品,0.87,377
2024-07-05,洗髮精,0,211,全家 台中中港,生活用品,0.87,431
2024-07-05,洗髮精,2,79,全家 台中中港,生活用品,0.87,385
2024-07-05,牙刷,3,0,全家 台中中港,生活用品,0.87,624
2024-07-06,咖啡,4,347,全家 台中中港,飲品,0.87,119
2024-07-06,飲料,1,110,全家 台中中港,飲品,0.87,182
2024-07-06,飲料,2,106,全家 台中中港,飲品,0.87,160
2024-07-06,咖啡,2,102,全家 台中中港,飲品,0.87,522
2024-07-07,咖啡,2,123,全聯 西屯福科,飲品,0.9,538
2024-07-07,牙刷,4,91,全聯 西屯福科,生活用品,0.9,437
2024-07-07,麵包,1,50,全聯 西屯福科,食品,0.9,602
2024-07-07,飲料,2,53,全聯 西屯福科,飲品,0.9,68
2024-07-08,牙刷,2,101,7-11 台中河南門市,生活用品,0.85,712
2024-07-08,泡麵,3,53,7-11 台中河南門市,食品,0.85,679
2024-07-08,洗髮精,2,37,7-11 台中河南門市,生活用品,0.85,501
2024-07-08,咖啡,2,115,7-11 台中河南門市,飲品,0.85,738
2024-07-09,牙刷,2,247,家樂福 北屯店,生活用品,0.88,216
2024-07-09,麵包,2,-146,家樂福 北屯店,食品,0.88,169
2024-07-10,飲料,2,208,全家 台中中港,飲品,0.87,498
2024-07-10,咖啡,2,222,全家 台中中港,飲品,0.87,97
2024-07-10,麵包,2,-91,全家 台中中港,食品,0.87,506
2024-07-10,咖啡,2,72,全家 台中中港,飲品,0.87,645
2024-07-10,飲料,3,70,全家 台中中港,飲品,0.87,492
2024-07-11,咖啡,2,-28,7-11 台中河南門市,飲品,0.85,399
2024-07-11,牙刷,1,31,7-11 台中河南門市,生活用品,0.85,111
2024-07-11,牙刷,3,0,7-11 台中河南門市,生活用品,0.85,143
2024-07-11,咖啡,1,270,7-11 台中河南門市,飲品,0.85,617
2024-07-12,麵包,1,193,全聯 西屯福科,食品,0.9,511
2024-07-12,牙刷,1,225,全聯 西屯福科,生活用品,0.9,326
2024-07-12,飲料,3,173,全聯 西屯福科,飲品,0.9,240
2024-07-13,麵包,5,55,全家 台中中港,食品,0.87,93
2024-07-13,咖啡,3,151,全家 台中中港,飲品,0.87,767
2024-07-14,洗髮精,2,-11,OK便利商店 北平店,生活用品,0.83,45
2024-07-14,牙刷,2,172,OK便利商店 北平店,生活用品,0.83,378
2024-07-14,牙刷,2,82,OK便利商店 北平店,生活用品,0.83,563
2024-07-15,麵包,2,69,全聯 西屯福科,食品,0.9,51
2024-07-15,麵包,3,172,全聯 西屯福科,食品,0.9,377
2024-07-16,咖啡,2,147,全家 台中中港,飲品,0.87,547
2024-07-16,牙刷,2,71,全家 台中中港,生活用品,0.87,338
2024-07-17,洗髮精,2,214,全家 台中中港,生活用品,0.87,983
2024-07-17,泡麵,2,163,全家 台中中港,食品,0.87,574
2024-07-17,飲料,3,161,全家 台中中港,飲品,0.87,296
2024-07-17,飲料,2,75,全家 台中中港,飲品,0.87,509
2024-07-18,洗髮精,0,135,全聯 西屯福科,生活用品,0.9,435
2024-07-18,飲料,3,-14,全聯 西屯福科,飲品,0.9,169
2024-07-18,牙刷,2,192,全聯 西屯福科,生活用品,0.9,387
2024-07-19,麵包,2,55,7-11 台中河南門市,食品,0.85,471
2024-07-19,咖啡,3,204,7-11 台中河南門市,飲品,0.85,402
2024-07-19,咖啡,3,38,7-11 台中河南門市,飲品,0.85,479
2024-07-20,咖啡,1,-28,全家 台中中港,飲品,0.87,574
2024-07-20,咖啡,2,-42,全家 台中中港,飲品,0.87,418
2024-07-20,牙刷,1,162,全家 台中中港,生活用品,0.87,368
2024-07-20,飲料,1,-16,全家 台中中港,飲品,0.87,136
2024-07-21,咖啡,1,270,7-11 台中河南門市,飲品,0.85,174
2024-07-21,牙刷,3,-92,7-11 台中河南門市,生活用品,0.85,603
2024-07-22,飲料,3,265,7-11 台中河南門市,飲品,0.85,660
2024-07-22,麵包,2,124,7-11 台中河南門市,食品,0.85,281
2024-07-22,泡麵,3,95,7-11 台中河南門市,食品,0.85,345
2024-07-22,麵包,2,53,7-11 台中河南門市,食品,0.85,130
2024-07-23,飲料,1,142,OK便利商店 北平店,飲品,0.83,600
2024-07-23,洗髮精,2,101,OK便利商店 北平店,生活用品,0.83,485
2024-07-23,泡麵,3,209,OK便利商店 北平店,食品,0.83,774
2024-07-24,咖啡,3,115,OK便利商店 北平店,飲品,0.83,136
2024-07-24,麵包,3,119,OK便利商店 北平店,食品,0.83,249
2024-07-25,泡麵,3,70,家樂福 北屯店,食品,0.88,387
2024-07-25,飲料,2,99,家樂福 北屯店,飲品,0.88,481
2024-07-26,咖啡,3,134,全聯 西屯福科,飲品,0.9,286
2024-07-26,牙刷,2,-57,全聯 西屯福科,生活用品,0.9,137
2024-07-26,泡麵,1,-23,全聯 西屯福科,食品,0.9,534
2024-07-26,飲料,2,175,全聯 西屯福科,飲品,0.9,498
2024-07-26,飲料,1,121,全聯 西屯福科,飲品,0.9,128
2024-07-27,牙刷,1,87,家樂福 北屯店,生活用品,0.88,641
2024-07-27,咖啡,2,106,家樂福 北屯店,飲品,0.88,599
2024-07-28,洗髮精,1,137,7-11 台中河南門市,生活用品,0.85,365
2024-07-28,泡麵,2,54,7-11 台中河南門市,食品,0.85,353
2024-07-28,洗髮精,0,31,7-11 台中河南門市,生活用品,0.85,460
2024-07-29,牙刷,2,123,全家 台中中港,生活用品,0.87,140
2024-07-29,麵包,2,12,全家 台中中港,食品,0.87,342
2024-07-30,牙刷,3,-56,OK便利商店 北平店,生活用品,0.83,533
2024-07-30,咖啡,1,149,OK便利商店 北平店,飲品,0.83,675
2024-07-31,泡麵,1,129,全聯 西屯福科,食品,0.9,260
2024-07-31,麵包,1,197,全聯 西屯福科,食品,0.9,287
2024-08-01,麵包,1,262,家樂福 北屯店,食品,0.88,193
2024-08-01,麵包,3,200,家樂福 北屯店,食品,0.88,270
2024-08-02,洗髮精,2,-69,7-11 台中河南門市,生活用品,0.85,656
2024-08-02,咖啡,0,46,7-11 台中河南門市,飲品,0.85,624
2024-08-02,麵包,2,107,7-11 台中河南門市,食品,0.85,411
2024-08-02,牙刷,1,153,7-11 台中河南門市,生活用品,0.85,62
2024-08-03,洗髮精,2,36,全家 台中中港,生活用品,0.87,92
2024-08-03,泡麵,2,122,全家 台中中港,食品,0.87,714
2024-08-03,牙刷,3,33,全家 台中中港,生活用品,0.87,121
2024-08-03,牙刷,1,47,全家 台中中港,生活用品,0.87,74
2024-08-03,飲料,-1,-28,全家 台中中港,飲品,0.87,592
2024-08-04,洗髮精,2,17,全家 台中中港,生活用品,0.87,411
2024-08-04,飲料,3,-23,全家 台中中港,飲品,0.87,123
2024-08-04,牙刷,3,12,全家 台中中港,生活用品,0.87,384
2024-08-05,飲料,2,204,全家 台中中港,飲品,0.87,103
2024-08-05,牙刷,2,15,全家 台中中港,生活用品,0.87,584
2024-08-05,咖啡,3,353,全家 台中中港,飲品,0.87,575
2024-08-06,泡麵,1,151,7-11 台中河南門市,食品,0.85,455
2024-08-06,咖啡,2,122,7-11 台中河南門市,飲品,0.85,417
2024-08-06,洗髮精,2,24,7-11 台中河南門市,生活用品,0.85,733
2024-08-06,咖啡,3,171,7-11 台中河南門市,飲品,0.85,335
2024-08-06,麵包,4,50,7-11 台中河南門市,食品,0.85,68
2024-08-07,飲料,2,116,全家 台中中港,飲品,0.87,436
2024-08-07,牙刷,2,346,全家 台中中港,生活用品,0.87,806
2024-08-07,麵包,2,96,全家 台中中港,食品,0.87,105
2024-08-08,咖啡,1,213,7-11 台中河南門市,飲品,0.85,253
2024-08-08,飲料,1,38,7-11 台中河南門市,飲品,0.85,429
2024-08-08,咖啡,2,101,7-11 台中河南門市,飲品,0.85,323
2024-08-09,飲料,2,272,全聯 西屯福科,飲品,0.9,113
2024-08-09,麵包,2,45,全聯 西屯福科,食品,0.9,588
2024-08-09,咖啡,1,276,全聯 西屯福科,飲品,0.9,859
2024-08-09,牙刷,3,171,全聯 西屯福科,生活用品,0.9,379
2024-08-10,牙刷,2,52,OK便利商店 北平店,生活用品,0.83,130
2024-08-11,泡麵,2,196,7-11 台中河南門市,食品,0.85,393
2024-08-11,麵包,2,163,7-11 台中河南門市,食品,0.85,584
2024-08-12,飲料,3,-44,全家 台中中港,飲品,0.87,442
2024-08-12,泡麵,1,36,全家 台中中港,食品,0.87,334
2024-08-12,泡麵,1,81,全家 台中中港,食品,0.87,202
2024-08-12,牙刷,2,98,全家 台中中港,生活用品,0.87,88
2024-08-12,洗髮精,1,163,全家 台中中港,生活用品,0.87,524
2024-08-13,麵包,1,121,OK便利商店 北平店,食品,0.83,541
2024-08-14,咖啡,3,140,OK便利商店 北平店,飲品,0.83,694
2024-08-14,麵包,2,162,OK便利商店 北平店,食品,0.83,465
2024-08-14,飲料,2,157,OK便利商店 北平店,飲品,0.83,651
2024-08-15,泡麵,3,207,OK便利商店 北平店,食品,0.83,31
2024-08-15,牙刷,2,183,OK便利商店 北平店,生活用品,0.83,26
2024-08-15,咖啡,2,148,OK便利商店 北平店,飲品,0.83,301
2024-08-15,飲料,2,98,OK便利商店 北平店,飲品,0.83,448
2024-08-15,飲料,2,-52,OK便利商店 北平店,飲品,0.83,741
2024-08-16,泡麵,2,145,7-11 台中河南門市,食品,0.85,494
2024-08-16,飲料,0,124,7-11 台中河南門市,飲品,0.85,280
2024-08-16,咖啡,2,130,7-11 台中河南門市,飲品,0.85,103
2024-08-16,泡麵,3,-16,7-11 台中河南門市,食品,0.85,613
2024-08-16,泡麵,3,3,7-11 台中河南門市,食品,0.85,117
2024-08-17,麵包,3,204,7-11 台中河南門市,食品,0.85,703
2024-08-17,牙刷,3,101,7-11 台中河南門市,生活用品,0.85,270
2024-08-17,洗髮精,2,169,7-11 台中河南門市,生活用品,0.85,694
2024-08-17,咖啡,2,107,7-11 台中河南門市,飲品,0.85,488
2024-08-17,洗髮精,1,107,7-11 台中河南門市,生活用品,0.85,304
2024-08-18,牙刷,2,193,OK便利商店 北平店,生活用品,0.83,217
2024-08-18,牙刷,2,56,OK便利商店 北平店,生活用品,0.83,258
2024-08-19,飲料,3,114,OK便利商店 北平店,飲品,0.83,432
2024-08-19,泡麵,2,61,OK便利商店 北平店,食品,0.83,352
2024-08-19,咖啡,2,64,OK便利商店 北平店,飲品,0.83,201
2024-08-19,泡麵,2,75,OK便利商店 北平店,食品,0.83,297
2024-08-20,泡麵,2,126,7-11 台中河南門市,食品,0.85,353
2024-08-20,咖啡,0,223,7-11 台中河南門市,飲品,0.85,438
2024-08-20,牙刷,2,20,7-11 台中河南門市,生活用品,0.85,113
2024-08-20,飲料,1,87,7-11 台中河南門市,飲品,0.85,74
2024-08-21,飲料,2,123,7-11 台中河南門市,飲品,0.85,28
2024-08-21,飲料,3,202,7-11 台中河南門市,飲品,0.85,174
2024-08-21,泡麵,2,-36,7-11 台中河南門市,食品,0.85,776
2024-08-22,牙刷,2,130,7-11 台中河南門市,生活用品,0.85,216
2024-08-22,洗髮精,2,189,7-11 台中河南門市,生活用品,0.85,375
2024-08-22,飲料,1,112,7-11 台中河南門市,飲品,0.85,425
2024-08-22,麵包,3,205,7-11 台中河南門市,食品,0.85,364
2024-08-22,麵包,2,56,7-11 台中河南門市,食品,0.85,317
2024-08-23,泡麵,3,238,7-11 台中河南門市,食品,0.85,65
2024-08-23,洗髮精,1,322,7-11 台中河南門市,生活用品,0.85,663
2024-08-23,咖啡,1,70,7-11 台中河南門市,飲品,0.85,743
2024-08-23,洗髮精,2,242,7-11 台中河南門市,生活用品,0.85,103
2024-08-24,牙刷,1,254,全家 台中中港,生活用品,0.87,272
2024-08-24,飲料,1,55,全家 台中中港,飲品,0.87,117
2024-08-24,咖啡,3,65,全家 台中中港,飲品,0.87,449
2024-08-25,咖啡,1,78,OK便利商店 北平店,飲品,0.83,170
2024-08-25,泡麵,3,-22,OK便利商店 北平店,食品,0.83,824
2024-08-26,咖啡,1,18,家樂福 北屯店,飲品,0.88,604
2024-08-26,飲料,2,10,家樂福 北屯店,飲品,0.88,383
2024-08-26,泡麵,2,32,家樂福 北屯店,食品,0.88,567
2024-08-26,咖啡,2,101,家樂福 北屯店,飲品,0.88,585
2024-08-27,牙刷,2,127,全聯 西屯福科,生活用品,0.9,207
2024-08-27,洗髮精,2,251,全聯 西屯福科,生活用品,0.9,150
2024-08-27,咖啡,2,10,全聯 西屯福科,飲品,0.9,352
2024-08-28,洗髮精,1,197,全家 台中中港,生活用品,0.87,530
2024-08-28,麵包,3,84,全家 台中中港,食品,0.87,366
