Date,Item,Quantity,Price,Location,Category,Location Weight,Abnormal Score,Is Abnormal,Total Daily Spending
2025-03-12,Green Tea,1,30,榮耀門市,Beverages,5.0,60.14000000000001,Yes,540
2025-03-12,Parcel Pickup,1,35,豐學門市,Other,6.25,60.14000000000001,Yes,540
2025-03-12,Hot Dog,2,80,冠桃園門市,Food,3.38,60.14000000000001,Yes,540
2025-03-13,Juice,3,840,豐學門市,Beverages,6.25,40.62,No,1050
2025-03-13,Rice Ball,3,90,冠桃園門市,Food,3.38,40.62,No,1050
2025-03-13,Hot Dog,3,120,豐學門市,Food,6.25,40.62,No,1050
2025-03-14,Parcel Pickup,2,70,榮耀門市,Other,5.0,34.52000000000001,No,500
2025-03-14,Toiletries,2,170,榮耀門市,Other,5.0,34.52000000000001,No,500
2025-03-14,Whiskey,2,170,冠桃園門市,Wine,3.38,34.52000000000001,No,500
2025-03-14,Instant Noodles,2,90,豐學門市,Food,6.25,34.52000000000001,No,500
2025-03-15,Sake,1,300,豐學門市,Wine,6.25,79.44,Yes,2080
2025-03-15,Toiletries,2,1700,中高站門市,Other,0.0,79.44,Yes,2080
2025-03-15,Milk Tea,1,45,豐學門市,Beverages,6.25,79.44,Yes,2080
2025-03-15,Sandwich,1,35,中高站門市,Food,0.0,79.44,Yes,2080
2025-03-16,Toiletries,3,255,北投門市,Other,4.0,65.19,Yes,1090
2025-03-16,Black Tea,1,35,豐學門市,Beverages,6.25,65.19,Yes,1090
2025-03-16,Coffee,3,255,豐學門市,Beverages,6.25,65.19,Yes,1090
2025-03-16,Hot Dog,1,200,冠桃園門市,Food,3.38,65.19,Yes,1090
2025-03-16,Milk Tea,3,135,冠桃園門市,Beverages,3.38,65.19,Yes,1090
2025-03-16,Beer,1,210,中高站門市,Wine,0.0,65.19,Yes,1090
2025-03-17,Sake,2,60,豐學門市,Wine,6.25,56.06000000000001,No,1150
2025-03-17,Bento,3,255,榮耀門市,Food,5.0,56.06000000000001,No,1150
2025-03-17,Beer,2,70,北投門市,Wine,4.0,56.06000000000001,No,1150
2025-03-17,Parcel Pickup,2,490,榮耀門市,Other,5.0,56.06000000000001,No,1150
2025-03-17,Coffee,2,170,北投門市,Beverages,4.0,56.06000000000001,No,1150
2025-03-17,Black Tea,3,105,北投門市,Beverages,4.0,56.06000000000001,No,1150
2025-03-18,Coffee,3,255,豐學門市,Beverages,6.25,55.15000000000001,No,630
2025-03-18,Toiletries,3,255,北投門市,Other,4.0,55.15000000000001,No,630
2025-03-18,Sake,2,60,中高站門市,Wine,0.0,55.15000000000001,No,630
2025-03-18,Rice Ball,2,60,冠桃園門市,Food,3.38,55.15000000000001,No,630
2025-03-19,Sake,2,60,中高站門市,Wine,0.0,28.50000000000001,No,275
2025-03-19,Milk Tea,3,135,北投門市,Beverages,4.0,28.50000000000001,No,275
2025-03-19,Juice,2,80,榮耀門市,Beverages,5.0,28.50000000000001,No,275
2025-03-20,Sandwich,3,105,北投門市,Food,4.0,30.07000000000001,No,250
2025-03-20,Stationery,1,30,豐學門市,Other,6.25,30.07000000000001,No,250
2025-03-20,Parcel Pickup,2,70,豐學門市,Other,6.25,30.07000000000001,No,250
2025-03-20,Instant Noodles,1,45,冠桃園門市,Food,3.38,30.07000000000001,No,250
2025-03-21,Hot Dog,1,40,北投門市,Food,4.0,13.54000000000001,No,275
2025-03-21,Beer,3,105,冠桃園門市,Wine,3.38,13.54000000000001,No,275
2025-03-21,Toiletries,1,85,冠桃園門市,Other,3.38,13.54000000000001,No,275
2025-03-21,Milk Tea,1,45,北投門市,Beverages,4.0,13.54000000000001,No,275
2025-03-22,Toiletries,2,170,中高站門市,Other,0.0,39.07000000000001,No,700
2025-03-22,Coffee,3,255,豐學門市,Beverages,6.25,39.07000000000001,No,700
2025-03-22,Bento,2,170,冠桃園門市,Food,3.38,39.07000000000001,No,700
2025-03-22,Parcel Pickup,3,105,中高站門市,Other,0.0,39.07000000000001,No,700
2025-03-23,Bento,3,255,榮耀門市,Food,5.0,63.08000000000001,Yes,2165
2025-03-23,Black Tea,3,945,豐學門市,Beverages,6.25,63.08000000000001,Yes,2165
2025-03-23,Whiskey,2,170,豐學門市,Wine,6.25,63.08000000000001,Yes,2165
2025-03-23,Sake,3,540,榮耀門市,Wine,5.0,63.08000000000001,Yes,2165
2025-03-23,Green Tea,1,150,榮耀門市,Beverages,5.0,63.08000000000001,Yes,2165
2025-03-23,Parcel Pickup,3,105,榮耀門市,Other,5.0,63.08000000000001,Yes,2165
2025-03-24,Toiletries,2,170,豐學門市,Other,6.25,71.05000000000001,Yes,960
2025-03-24,Stationery,1,30,北投門市,Other,4.0,71.05000000000001,Yes,960
2025-03-24,Instant Noodles,3,675,榮耀門市,Food,5.0,71.05000000000001,Yes,960
2025-03-24,Whiskey,1,85,冠桃園門市,Wine,3.38,71.05000000000001,Yes,960
2025-03-25,Juice,2,80,中高站門市,Beverages,0.0,106.41,Yes,2300
2025-03-25,Coffee,1,85,北投門市,Beverages,4.0,106.41,Yes,2300
2025-03-25,Instant Noodles,2,90,中高站門市,Food,0.0,106.41,Yes,2300
2025-03-25,Whiskey,3,1785,北投門市,Wine,4.0,106.41,Yes,2300
2025-03-25,Bento,2,170,中高站門市,Food,0.0,106.41,Yes,2300
2025-03-25,Rice Ball,3,90,榮耀門市,Food,5.0,106.41,Yes,2300
2025-03-26,Parcel Pickup,2,70,豐學門市,Other,6.25,37.66,No,465
2025-03-26,Sandwich,3,105,豐學門市,Food,6.25,37.66,No,465
2025-03-26,Green Tea,3,90,豐學門市,Beverages,6.25,37.66,No,465
2025-03-26,Rice Ball,1,30,榮耀門市,Food,5.0,37.66,No,465
2025-03-26,Sake,3,90,豐學門市,Wine,6.25,37.66,No,465
2025-03-26,Juice,2,80,冠桃園門市,Beverages,3.38,37.66,No,465
2025-03-27,Whiskey,3,255,中高站門市,Wine,0.0,16.92000000000001,No,435
2025-03-27,Instant Noodles,2,90,榮耀門市,Food,5.0,16.92000000000001,No,435
2025-03-27,Sake,3,90,中高站門市,Wine,0.0,16.92000000000001,No,435
2025-03-28,Juice,1,200,豐學門市,Beverages,6.25,34.25,No,490
2025-03-28,Black Tea,1,35,榮耀門市,Beverages,5.0,34.25,No,490
2025-03-28,Whiskey,3,255,冠桃園門市,Wine,3.38,34.25,No,490
2025-03-29,Instant Noodles,2,90,豐學門市,Food,6.25,28.10000000000001,No,280
2025-03-29,Juice,3,120,冠桃園門市,Beverages,3.38,28.10000000000001,No,280
2025-03-29,Sandwich,2,70,中高站門市,Food,0.0,28.10000000000001,No,280
2025-03-30,Bento,2,170,北投門市,Food,4.0,30.25000000000001,No,345
2025-03-30,Toiletries,1,85,冠桃園門市,Other,3.38,30.25000000000001,No,345
2025-03-30,Sake,3,90,中高站門市,Wine,0.0,30.25000000000001,No,345
2025-03-31,Milk Tea,1,45,冠桃園門市,Beverages,3.38,56.99000000000001,No,525
2025-03-31,Rice Ball,3,90,冠桃園門市,Food,3.38,56.99000000000001,No,525
2025-03-31,Sandwich,2,70,北投門市,Food,4.0,56.99000000000001,No,525
2025-03-31,Hot Dog,3,120,豐學門市,Food,6.25,56.99000000000001,No,525
2025-03-31,Toiletries,2,170,榮耀門市,Other,5.0,56.99000000000001,No,525
2025-03-31,Stationery,1,30,豐學門市,Other,6.25,56.99000000000001,No,525
2025-04-01,Green Tea,1,30,中高站門市,Beverages,0.0,27.20000000000001,No,190
2025-04-01,Juice,3,120,榮耀門市,Beverages,5.0,27.20000000000001,No,190
2025-04-01,Hot Dog,1,40,北投門市,Food,4.0,27.20000000000001,No,190
2025-04-02,Beer,3,105,北投門市,Wine,4.0,36.79000000000001,No,455
2025-04-02,Sake,1,30,冠桃園門市,Wine,3.38,36.79000000000001,No,455
2025-04-02,Whiskey,2,170,北投門市,Wine,4.0,36.79000000000001,No,455
2025-04-02,Parcel Pickup,3,105,中高站門市,Other,0.0,36.79000000000001,No,455
2025-04-02,Instant Noodles,1,45,北投門市,Food,4.0,36.79000000000001,No,455
2025-04-03,Toiletries,3,255,北投門市,Other,4.0,47.06,No,955
2025-04-03,Rice Ball,1,240,中高站門市,Food,0.0,47.06,No,955
2025-04-03,Hot Dog,2,80,中高站門市,Food,0.0,47.06,No,955
2025-04-03,Sandwich,1,35,豐學門市,Food,6.25,47.06,No,955
2025-04-03,Bento,3,255,豐學門市,Food,6.25,47.06,No,955
2025-04-03,Green Tea,3,90,北投門市,Beverages,4.0,47.06,No,955
2025-04-04,Bento,2,1020,冠桃園門市,Food,3.38,71.06,Yes,2470
2025-04-04,Hot Dog,3,1200,榮耀門市,Food,5.0,71.06,Yes,2470
2025-04-04,Black Tea,2,70,冠桃園門市,Beverages,3.38,71.06,Yes,2470
2025-04-04,Milk Tea,2,90,榮耀門市,Beverages,5.0,71.06,Yes,2470
2025-04-04,Rice Ball,3,90,榮耀門市,Food,5.0,71.06,Yes,2470
2025-04-05,Instant Noodles,1,45,榮耀門市,Food,5.0,28.38000000000001,No,765
2025-04-05,Toiletries,2,170,冠桃園門市,Other,3.38,28.38000000000001,No,765
2025-04-05,Sake,3,90,冠桃園門市,Wine,3.38,28.38000000000001,No,765
2025-04-05,Beer,1,35,榮耀門市,Wine,5.0,28.38000000000001,No,765
2025-04-05,Coffee,3,255,榮耀門市,Beverages,5.0,28.38000000000001,No,765
2025-04-05,Bento,2,170,冠桃園門市,Food,3.38,28.38000000000001,No,765
2025-04-06,Whiskey,3,255,豐學門市,Wine,6.25,54.40000000000001,No,555
2025-04-06,Beer,3,105,北投門市,Wine,4.0,54.40000000000001,No,555
2025-04-06,Rice Ball,2,60,中高站門市,Food,0.0,54.40000000000001,No,555
2025-04-06,Instant Noodles,3,135,榮耀門市,Food,5.0,54.40000000000001,No,555
2025-04-07,Juice,2,80,中高站門市,Beverages,0.0,49.62,No,315
2025-04-07,Sandwich,1,35,榮耀門市,Food,5.0,49.62,No,315
2025-04-07,Rice Ball,1,30,榮耀門市,Food,5.0,49.62,No,315
2025-04-07,Coffee,1,85,北投門市,Beverages,4.0,49.62,No,315
2025-04-07,Whiskey,1,85,豐學門市,Wine,6.25,49.62,No,315
2025-04-08,Beer,2,70,冠桃園門市,Wine,3.38,31.27,No,370
2025-04-08,Sandwich,3,105,豐學門市,Food,6.25,31.27,No,370
2025-04-08,Black Tea,3,105,中高站門市,Beverages,0.0,31.27,No,370
2025-04-08,Instant Noodles,2,90,豐學門市,Food,6.25,31.27,No,370
2025-04-09,Toiletries,2,170,榮耀門市,Other,5.0,56.99000000000001,No,525
2025-04-09,Juice,1,40,北投門市,Beverages,4.0,56.99000000000001,No,525
2025-04-09,Beer,2,70,豐學門市,Wine,6.25,56.99000000000001,No,525
2025-04-09,Hot Dog,2,80,北投門市,Food,4.0,56.99000000000001,No,525
2025-04-09,Sake,2,60,冠桃園門市,Wine,3.38,56.99000000000001,No,525
2025-04-09,Black Tea,3,105,北投門市,Beverages,4.0,56.99000000000001,No,525
2025-04-10,Black Tea,2,70,冠桃園門市,Beverages,3.38,35.09,No,390
2025-04-10,Milk Tea,3,135,中高站門市,Beverages,0.0,35.09,No,390
2025-04-10,Stationery,1,30,中高站門市,Other,0.0,35.09,No,390
2025-04-10,Juice,3,120,冠桃園門市,Beverages,3.38,35.09,No,390
2025-04-10,Sandwich,1,35,榮耀門市,Food,5.0,35.09,No,390
2025-04-11,Stationery,3,810,冠桃園門市,Other,3.38,42.74000000000001,No,1080
2025-04-11,Green Tea,1,30,北投門市,Beverages,4.0,42.74000000000001,No,1080
2025-04-11,Coffee,2,170,北投門市,Beverages,4.0,42.74000000000001,No,1080
2025-04-11,Sandwich,2,70,北投門市,Food,4.0,42.74000000000001,No,1080
2025-04-12,Beer,1,35,榮耀門市,Wine,5.0,53.07000000000001,No,405
2025-04-12,Parcel Pickup,2,70,北投門市,Other,4.0,53.07000000000001,No,405
2025-04-12,Sandwich,2,70,榮耀門市,Food,5.0,53.07000000000001,No,405
2025-04-12,Toiletries,2,170,豐學門市,Other,6.25,53.07000000000001,No,405
2025-04-12,Rice Ball,2,60,中高站門市,Food,0.0,53.07000000000001,No,405
2025-04-13,Rice Ball,2,60,北投門市,Food,4.0,54.69,No,1075
2025-04-13,Hot Dog,1,280,冠桃園門市,Food,3.38,54.69,No,1075
2025-04-13,Coffee,1,85,豐學門市,Beverages,6.25,54.69,No,1075
2025-04-13,Black Tea,2,560,冠桃園門市,Beverages,3.38,54.69,No,1075
2025-04-13,Stationery,3,90,北投門市,Other,4.0,54.69,No,1075
2025-04-14,Whiskey,1,85,冠桃園門市,Wine,3.38,60.92000000000001,Yes,1220
2025-04-14,Instant Noodles,2,810,冠桃園門市,Food,3.38,60.92000000000001,Yes,1220
2025-04-14,Bento,3,255,榮耀門市,Food,5.0,60.92000000000001,Yes,1220
2025-04-14,Black Tea,2,70,豐學門市,Beverages,6.25,60.92000000000001,Yes,1220
2025-04-15,Instant Noodles,1,45,中高站門市,Food,0.0,27.97000000000001,No,175
2025-04-15,Sandwich,1,35,榮耀門市,Food,5.0,27.97000000000001,No,175
2025-04-15,Parcel Pickup,1,35,北投門市,Other,4.0,27.97000000000001,No,175
2025-04-15,Stationery,2,60,中高站門市,Other,0.0,27.97000000000001,No,175
2025-04-16,Milk Tea,3,135,北投門市,Beverages,4.0,11.32000000000001,No,235
2025-04-16,Black Tea,2,70,北投門市,Beverages,4.0,11.32000000000001,No,235
2025-04-16,Rice Ball,1,30,榮耀門市,Food,5.0,11.32000000000001,No,235
2025-04-17,Stationery,3,90,北投門市,Other,4.0,36.24000000000001,No,505
2025-04-17,Rice Ball,3,90,中高站門市,Food,0.0,36.24000000000001,No,505
2025-04-17,Hot Dog,3,120,榮耀門市,Food,5.0,36.24000000000001,No,505
2025-04-17,Black Tea,2,70,北投門市,Beverages,4.0,36.24000000000001,No,505
2025-04-17,Milk Tea,3,135,北投門市,Beverages,4.0,36.24000000000001,No,505
2025-04-18,Toiletries,1,85,中高站門市,Other,0.0,13.17000000000001,No,315
2025-04-18,Rice Ball,2,60,北投門市,Food,4.0,13.17000000000001,No,315
2025-04-18,Whiskey,2,170,中高站門市,Wine,0.0,13.17000000000001,No,315
2025-04-19,Rice Ball,3,90,榮耀門市,Food,5.0,10.12,No,250
2025-04-19,Green Tea,3,90,中高站門市,Beverages,0.0,10.12,No,250
2025-04-19,Black Tea,2,70,榮耀門市,Beverages,5.0,10.12,No,250
2025-04-20,Sandwich,1,35,北投門市,Food,4.0,37.91000000000001,No,445
2025-04-20,Juice,3,120,榮耀門市,Beverages,5.0,37.91000000000001,No,445
2025-04-20,Rice Ball,2,60,榮耀門市,Food,5.0,37.91000000000001,No,445
2025-04-20,Green Tea,3,90,北投門市,Beverages,4.0,37.91000000000001,No,445
2025-04-20,Black Tea,2,70,冠桃園門市,Beverages,3.38,37.91000000000001,No,445
2025-04-20,Parcel Pickup,2,70,冠桃園門市,Other,3.38,37.91000000000001,No,445
2025-04-21,Whiskey,3,2295,豐學門市,Wine,6.25,145.92,Yes,3315
2025-04-21,Stationery,3,90,冠桃園門市,Other,3.38,145.92,Yes,3315
2025-04-21,Milk Tea,3,135,北投門市,Beverages,4.0,145.92,Yes,3315
2025-04-21,Green Tea,2,540,豐學門市,Beverages,6.25,145.92,Yes,3315
2025-04-21,Bento,3,255,榮耀門市,Food,5.0,145.92,Yes,3315
2025-04-22,Beer,2,350,冠桃園門市,Wine,3.38,75.0,Yes,1220
2025-04-22,Green Tea,3,720,榮耀門市,Beverages,5.0,75.0,Yes,1220
2025-04-22,Stationery,1,30,豐學門市,Other,6.25,75.0,Yes,1220
2025-04-22,Juice,3,120,中高站門市,Beverages,0.0,75.0,Yes,1220
2025-04-23,Rice Ball,1,30,冠桃園門市,Food,3.38,-1.539999999999994,No,355
2025-04-23,Sandwich,3,105,冠桃園門市,Food,3.38,-1.539999999999994,No,355
2025-04-23,Bento,1,85,冠桃園門市,Food,3.38,-1.539999999999994,No,355
2025-04-23,Milk Tea,3,135,冠桃園門市,Beverages,3.38,-1.539999999999994,No,355
2025-04-24,Coffee,3,255,中高站門市,Beverages,0.0,33.95,No,460
2025-04-24,Parcel Pickup,2,70,北投門市,Other,4.0,33.95,No,460
2025-04-24,Instant Noodles,3,135,冠桃園門市,Food,3.38,33.95,No,460
2025-04-25,Sandwich,2,560,北投門市,Food,4.0,14.29,No,935
2025-04-25,Hot Dog,3,120,北投門市,Food,4.0,14.29,No,935
2025-04-25,Whiskey,3,255,北投門市,Wine,4.0,14.29,No,935
2025-04-26,Black Tea,3,105,冠桃園門市,Beverages,3.38,37.06,No,405
2025-04-26,Green Tea,3,90,豐學門市,Beverages,6.25,37.06,No,405
2025-04-26,Rice Ball,1,30,榮耀門市,Food,5.0,37.06,No,405
2025-04-26,Sandwich,2,70,冠桃園門市,Food,3.38,37.06,No,405
2025-04-26,Beer,2,70,冠桃園門市,Wine,3.38,37.06,No,405
2025-04-26,Hot Dog,1,40,豐學門市,Food,6.25,37.06,No,405
2025-04-27,Black Tea,1,35,冠桃園門市,Beverages,3.38,16.82,No,425
2025-04-27,Toiletries,3,255,北投門市,Other,4.0,16.82,No,425
2025-04-27,Milk Tea,3,135,北投門市,Beverages,4.0,16.82,No,425
2025-04-28,Black Tea,3,105,豐學門市,Beverages,6.25,56.09,No,540
2025-04-28,Milk Tea,3,135,榮耀門市,Beverages,5.0,56.09,No,540
2025-04-28,Whiskey,1,85,冠桃園門市,Wine,3.38,56.09,No,540
2025-04-28,Beer,1,35,中高站門市,Wine,0.0,56.09,No,540
2025-04-28,Green Tea,2,60,豐學門市,Beverages,6.25,56.09,No,540
2025-04-28,Juice,3,120,中高站門市,Beverages,0.0,56.09,No,540
2025-04-29,Bento,1,85,榮耀門市,Food,5.0,50.82000000000001,No,330
2025-04-29,Milk Tea,1,45,冠桃園門市,Beverages,3.38,50.82000000000001,No,330
2025-04-29,Instant Noodles,1,45,中高站門市,Food,0.0,50.82000000000001,No,330
2025-04-29,Juice,3,120,豐學門市,Beverages,6.25,50.82000000000001,No,330
2025-04-29,Beer,1,35,榮耀門市,Wine,5.0,50.82000000000001,No,330
2025-04-30,Stationery,1,30,豐學門市,Other,6.25,30.52,No,295
2025-04-30,Parcel Pickup,3,105,榮耀門市,Other,5.0,30.52,No,295
2025-04-30,Sandwich,2,70,榮耀門市,Food,5.0,30.52,No,295
2025-04-30,Instant Noodles,2,90,冠桃園門市,Food,3.38,30.52,No,295
2025-05-01,Rice Ball,2,480,榮耀門市,Food,5.0,119.0,Yes,2845
2025-05-01,Beer,2,70,冠桃園門市,Wine,3.38,119.0,Yes,2845
2025-05-01,Coffee,3,2295,北投門市,Beverages,4.0,119.0,Yes,2845
2025-05-02,Parcel Pickup,3,105,豐學門市,Other,6.25,61.85000000000001,Yes,1135
2025-05-02,Hot Dog,3,960,北投門市,Food,4.0,61.85000000000001,Yes,1135
2025-05-02,Sandwich,2,70,榮耀門市,Food,5.0,61.85000000000001,Yes,1135
2025-05-03,Green Tea,2,60,榮耀門市,Beverages,5.0,43.81,No,630
2025-05-03,Juice,3,120,中高站門市,Beverages,0.0,43.81,No,630
2025-05-03,Whiskey,3,255,榮耀門市,Wine,5.0,43.81,No,630
2025-05-03,Sandwich,1,35,中高站門市,Food,0.0,43.81,No,630
2025-05-03,Sake,3,90,北投門市,Wine,4.0,43.81,No,630
2025-05-03,Parcel Pickup,2,70,榮耀門市,Other,5.0,43.81,No,630
2025-05-04,Bento,2,170,榮耀門市,Food,5.0,20.51000000000001,No,505
2025-05-04,Instant Noodles,1,45,榮耀門市,Food,5.0,20.51000000000001,No,505
2025-05-04,Parcel Pickup,3,105,榮耀門市,Other,5.0,20.51000000000001,No,505
2025-05-04,Black Tea,3,105,冠桃園門市,Beverages,3.38,20.51000000000001,No,505
2025-05-04,Juice,2,80,冠桃園門市,Beverages,3.38,20.51000000000001,No,505
2025-05-05,Rice Ball,2,60,榮耀門市,Food,5.0,31.02000000000001,No,300
2025-05-05,Toiletries,1,85,榮耀門市,Other,5.0,31.02000000000001,No,300
2025-05-05,Beer,1,35,北投門市,Wine,4.0,31.02000000000001,No,300
2025-05-05,Hot Dog,3,120,冠桃園門市,Food,3.38,31.02000000000001,No,300
2025-05-06,Instant Noodles,2,90,冠桃園門市,Food,3.38,13.97000000000001,No,395
2025-05-06,Milk Tea,3,135,榮耀門市,Beverages,5.0,13.97000000000001,No,395
2025-05-06,Bento,2,170,冠桃園門市,Food,3.38,13.97000000000001,No,395
2025-05-07,Toiletries,3,255,榮耀門市,Other,5.0,33.5,No,415
2025-05-07,Beer,2,70,中高站門市,Wine,0.0,33.5,No,415
2025-05-07,Instant Noodles,2,90,冠桃園門市,Food,3.38,33.5,No,415
2025-05-08,Sake,1,30,中高站門市,Wine,0.0,26.40000000000001,No,200
2025-05-08,Stationery,3,90,冠桃園門市,Other,3.38,26.40000000000001,No,200
2025-05-08,Juice,2,80,北投門市,Beverages,4.0,26.40000000000001,No,200
2025-05-09,Sandwich,3,105,北投門市,Food,4.0,53.20000000000001,No,435
2025-05-09,Hot Dog,1,40,冠桃園門市,Food,3.38,53.20000000000001,No,435
2025-05-09,Whiskey,3,255,豐學門市,Wine,6.25,53.20000000000001,No,435
2025-05-09,Black Tea,1,35,榮耀門市,Beverages,5.0,53.20000000000001,No,435
2025-05-10,Beer,2,70,北投門市,Wine,4.0,32.89000000000001,No,305
2025-05-10,Sandwich,1,35,榮耀門市,Food,5.0,32.89000000000001,No,305
2025-05-10,Sake,1,30,榮耀門市,Wine,5.0,32.89000000000001,No,305
2025-05-10,Milk Tea,2,90,北投門市,Beverages,4.0,32.89000000000001,No,305
2025-05-10,Hot Dog,2,80,冠桃園門市,Food,3.38,32.89000000000001,No,305
2025-05-11,Parcel Pickup,3,1050,榮耀門市,Other,5.0,51.17,No,1475
2025-05-11,Coffee,2,170,中高站門市,Beverages,0.0,51.17,No,1475
2025-05-11,Toiletries,3,255,中高站門市,Other,0.0,51.17,No,1475
2025-05-12,Whiskey,1,85,北投門市,Wine,4.0,51.47000000000001,No,395
2025-05-12,Hot Dog,3,120,中高站門市,Food,0.0,51.47000000000001,No,395
2025-05-12,Stationery,2,60,榮耀門市,Other,5.0,51.47000000000001,No,395
2025-05-12,Green Tea,2,60,中高站門市,Beverages,0.0,51.47000000000001,No,395
2025-05-12,Sandwich,2,70,冠桃園門市,Food,3.38,51.47000000000001,No,395
2025-05-13,Parcel Pickup,1,245,豐學門市,Other,6.25,55.19,No,1230
2025-05-13,Sandwich,3,525,冠桃園門市,Food,3.38,55.19,No,1230
2025-05-13,Toiletries,2,170,冠桃園門市,Other,3.38,55.19,No,1230
2025-05-13,Whiskey,3,255,豐學門市,Wine,6.25,55.19,No,1230
2025-05-13,Black Tea,1,35,中高站門市,Beverages,0.0,55.19,No,1230
2025-05-14,Milk Tea,2,90,豐學門市,Beverages,6.25,44.06,No,655
2025-05-14,Rice Ball,2,60,豐學門市,Food,6.25,44.06,No,655
2025-05-14,Stationery,2,60,北投門市,Other,4.0,44.06,No,655
2025-05-14,Juice,3,120,北投門市,Beverages,4.0,44.06,No,655
2025-05-14,Parcel Pickup,2,70,榮耀門市,Other,5.0,44.06,No,655
2025-05-14,Bento,3,255,豐學門市,Food,6.25,44.06,No,655
2025-05-15,Stationery,1,300,榮耀門市,Other,5.0,25.16000000000001,No,580
2025-05-15,Parcel Pickup,3,105,榮耀門市,Other,5.0,25.16000000000001,No,580
2025-05-15,Green Tea,1,30,榮耀門市,Beverages,5.0,25.16000000000001,No,580
2025-05-15,Toiletries,1,85,中高站門市,Other,0.0,25.16000000000001,No,580
2025-05-15,Rice Ball,2,60,榮耀門市,Food,5.0,25.16000000000001,No,580
2025-05-16,Green Tea,2,60,冠桃園門市,Beverages,3.38,41.61000000000001,No,665
2025-05-16,Whiskey,2,170,中高站門市,Wine,0.0,41.61000000000001,No,665
2025-05-16,Coffee,2,170,豐學門市,Beverages,6.25,41.61000000000001,No,665
2025-05-16,Beer,3,105,冠桃園門市,Wine,3.38,41.61000000000001,No,665
2025-05-16,Black Tea,2,70,中高站門市,Beverages,0.0,41.61000000000001,No,665
2025-05-16,Sake,3,90,中高站門市,Wine,0.0,41.61000000000001,No,665
2025-05-17,Stationery,2,60,冠桃園門市,Other,3.38,52.75000000000001,No,525
2025-05-17,Black Tea,1,210,豐學門市,Beverages,6.25,52.75000000000001,No,525
2025-05-17,Bento,1,85,北投門市,Food,4.0,52.75000000000001,No,525
2025-05-17,Coffee,2,170,中高站門市,Beverages,0.0,52.75000000000001,No,525
2025-05-18,Coffee,1,85,中高站門市,Beverages,0.0,19.02,No,450
2025-05-18,Hot Dog,1,320,北投門市,Food,4.0,19.02,No,450
2025-05-18,Milk Tea,1,45,中高站門市,Beverages,0.0,19.02,No,450
2025-05-19,Green Tea,3,90,北投門市,Beverages,4.0,58.49000000000001,No,675
2025-05-19,Parcel Pickup,3,105,冠桃園門市,Other,3.38,58.49000000000001,No,675
2025-05-19,Milk Tea,3,135,冠桃園門市,Beverages,3.38,58.49000000000001,No,675
2025-05-19,Instant Noodles,3,135,北投門市,Food,4.0,58.49000000000001,No,675
2025-05-19,Toiletries,2,170,中高站門市,Other,0.0,58.49000000000001,No,675
2025-05-19,Hot Dog,1,40,榮耀門市,Food,5.0,58.49000000000001,No,675
2025-05-20,Sake,3,90,北投門市,Wine,4.0,59.94,No,565
2025-05-20,Bento,3,255,中高站門市,Food,0.0,59.94,No,565
2025-05-20,Coffee,1,85,冠桃園門市,Beverages,3.38,59.94,No,565
2025-05-20,Rice Ball,2,60,中高站門市,Food,0.0,59.94,No,565
2025-05-20,Juice,1,40,豐學門市,Beverages,6.25,59.94,No,565
2025-05-20,Parcel Pickup,1,35,北投門市,Other,4.0,59.94,No,565
2025-05-21,Whiskey,2,170,豐學門市,Wine,6.25,37.44000000000001,No,520
2025-05-21,Sandwich,1,35,榮耀門市,Food,5.0,37.44000000000001,No,520
2025-05-21,Instant Noodles,3,135,豐學門市,Food,6.25,37.44000000000001,No,520
2025-05-21,Sake,3,90,榮耀門市,Wine,5.0,37.44000000000001,No,520
2025-05-21,Stationery,3,90,冠桃園門市,Other,3.38,37.44000000000001,No,520
2025-05-22,Black Tea,2,70,中高站門市,Beverages,0.0,50.12000000000001,No,350
2025-05-22,Sake,2,60,中高站門市,Wine,0.0,50.12000000000001,No,350
2025-05-22,Beer,2,70,榮耀門市,Wine,5.0,50.12000000000001,No,350
2025-05-22,Stationery,2,60,冠桃園門市,Other,3.38,50.12000000000001,No,350
2025-05-22,Milk Tea,2,90,豐學門市,Beverages,6.25,50.12000000000001,No,350
2025-05-23,Green Tea,2,60,豐學門市,Beverages,6.25,52.62,No,465
2025-05-23,Instant Noodles,2,90,北投門市,Food,4.0,52.62,No,465
2025-05-23,Sake,3,90,北投門市,Wine,4.0,52.62,No,465
2025-05-23,Rice Ball,3,90,中高站門市,Food,0.0,52.62,No,465
2025-05-23,Milk Tea,3,135,冠桃園門市,Beverages,3.38,52.62,No,465
2025-05-24,Sake,1,30,冠桃園門市,Wine,3.38,46.60000000000002,No,270
2025-05-24,Rice Ball,3,90,北投門市,Food,4.0,46.60000000000002,No,270
2025-05-24,Juice,2,80,榮耀門市,Beverages,5.0,46.60000000000002,No,270
2025-05-24,Black Tea,2,70,豐學門市,Beverages,6.25,46.60000000000002,No,270
2025-05-25,Juice,1,40,豐學門市,Beverages,6.25,54.19000000000001,No,395
2025-05-25,Beer,1,35,北投門市,Wine,4.0,54.19000000000001,No,395
2025-05-25,Coffee,1,85,中高站門市,Beverages,0.0,54.19000000000001,No,395
2025-05-25,Hot Dog,3,120,北投門市,Food,4.0,54.19000000000001,No,395
2025-05-25,Instant Noodles,1,45,豐學門市,Food,6.25,54.19000000000001,No,395
